k,m,case,n_criticals,crit_index,i_crit_deg,kind
32,27,mixed,13,5,74.130345,tangency
32,27,mixed,13,6,77.984314,tangency
32,27,mixed,13,7,81.117974,tangency
32,27,mixed,13,8,83.659941,tangency
32,27,mixed,13,9,85.698957,tangency
32,27,mixed,13,10,87.297815,tangency
32,27,mixed,13,11,88.501208,tangency
32,27,mixed,13,12,89.340396,tangency
32,27,mixed,13,13,89.836059,tangency
32,29,mixed,14,1,37.939344,tangency
32,29,mixed,14,2,50.709865,tangency
32,29,mixed,14,3,59.389891,tangency
32,29,mixed,14,4,65.989012,tangency
32,29,mixed,14,5,71.226435,tangency
32,29,mixed,14,6,75.472468,tangency
32,29,mixed,14,7,78.949473,tangency
32,29,mixed,14,8,81.802958,tangency
32,29,mixed,14,9,84.133286,tangency
32,29,mixed,14,10,86.011919,tangency
32,29,mixed,14,11,87.490542,tangency
32,29,mixed,14,12,88.606514,tangency
32,29,mixed,14,13,89.386259,tangency
32,29,mixed,14,14,89.847388,tangency
32,31,mixed,15,1,30.240291,tangency
32,31,mixed,15,2,45.161121,tangency
32,31,mixed,15,3,54.949604,tangency
32,31,mixed,15,4,62.279648,tangency
32,31,mixed,15,5,68.060083,tangency
32,31,mixed,15,6,72.740773,tangency
32,31,mixed,15,7,76.584687,tangency
32,31,mixed,15,8,79.760908,tangency
32,31,mixed,15,9,82.384882,tangency
32,31,mixed,15,10,84.538546,tangency
32,31,mixed,15,11,86.281432,tangency
32,31,mixed,15,12,87.657235,tangency
32,31,mixed,15,13,88.697885,tangency
32,31,mixed,15,14,89.426139,tangency
32,31,mixed,15,15,89.857251,tangency
33,1,odd-odd,1,1,88.263498,pitchfork
33,2,mixed,1,1,89.433210,tangency
33,4,mixed,2,1,87.197806,tangency
33,4,mixed,2,2,89.728658,tangency
33,5,odd-odd,3,1,81.285258,pitchfork
33,5,odd-odd,3,2,87.896349,tangency
33,5,odd-odd,3,3,89.783966,tangency
33,7,odd-odd,4,1,77.753310,pitchfork
33,7,odd-odd,4,2,85.618911,tangency
33,7,odd-odd,4,3,88.563752,tangency
33,7,odd-odd,4,4,89.846323,tangency
33,8,mixed,4,1,81.622379,tangency
33,8,mixed,4,2,86.305275,tangency
33,8,mixed,4,3,88.755785,tangency
33,8,mixed,4,4,89.865667,tangency
33,10,mixed,5,1,78.581725,tangency
33,10,mixed,5,2,84.002672,tangency
33,10,mixed,5,3,87.153433,tangency
33,10,mixed,5,4,89.015838,tangency
33,10,mixed,5,5,89.892659,tangency
33,13,odd-odd,7,1,66.800157,pitchfork
33,13,odd-odd,7,2,77.415056,tangency
33,13,odd-odd,7,3,82.354760,tangency
33,13,odd-odd,7,4,85.644864,tangency
33,13,odd-odd,7,5,87.863166,tangency
33,13,odd-odd,7,6,89.248948,tangency
33,13,odd-odd,7,7,89.917500,tangency
33,14,mixed,7,1,72.123458,tangency
33,14,mixed,7,2,78.788974,tangency
33,14,mixed,7,3,83.042237,tangency
33,14,mixed,7,4,85.996784,tangency
33,14,mixed,7,5,88.024968,tangency
33,14,mixed,7,6,89.303682,tangency
33,14,mixed,7,7,89.923405,tangency
33,16,mixed,8,1,68.699151,tangency
33,16,mixed,8,2,75.935276,tangency
33,16,mixed,8,3,80.669366,tangency
33,16,mixed,8,4,84.073924,tangency
33,16,mixed,8,5,86.546735,tangency
33,16,mixed,8,6,88.283324,tangency
33,16,mixed,8,7,89.392107,tangency
33,16,mixed,8,8,89.932996,tangency
33,17,odd-odd,9,1,58.992417,pitchfork
33,17,odd-odd,9,2,71.172714,tangency
33,17,odd-odd,9,3,77.142963,tangency
33,17,odd-odd,9,4,81.360776,tangency
33,17,odd-odd,9,5,84.474704,tangency
33,17,odd-odd,9,6,86.766510,tangency
33,17,odd-odd,9,7,88.388253,tangency
33,17,odd-odd,9,8,89.428348,tangency
33,17,odd-odd,9,9,89.936943,tangency
33,19,odd-odd,10,1,54.847297,pitchfork
33,19,odd-odd,10,2,67.817304,tangency
33,19,odd-odd,10,3,74.287811,tangency
33,19,odd-odd,10,4,78.937218,tangency
33,19,odd-odd,10,5,82.449309,tangency
33,19,odd-odd,10,6,85.124732,tangency
33,19,odd-odd,10,7,87.129250,tangency
33,19,odd-odd,10,8,88.563300,tangency
33,19,odd-odd,10,9,89.489187,tangency
33,19,odd-odd,10,10,89.943589,tangency
33,20,mixed,10,1,61.369723,tangency
33,20,mixed,10,2,69.745511,tangency
33,20,mixed,10,3,75.402108,tangency
33,20,mixed,10,4,79.634047,tangency
33,20,mixed,10,5,82.888553,tangency
33,20,mixed,10,6,85.392830,tangency
33,20,mixed,10,7,87.280906,tangency
33,20,mixed,10,8,88.637116,tangency
33,20,mixed,10,9,89.514974,tangency
33,20,mixed,10,10,89.946412,tangency
33,23,odd-odd,12,1,45.815615,pitchfork
33,23,odd-odd,12,2,60.518425,tangency
33,23,odd-odd,12,3,68.043368,tangency
33,23,odd-odd,12,4,73.565289,tangency
33,23,odd-odd,12,5,77.850090,tangency
33,23,odd-odd,12,6,81.240439,tangency
33,23,odd-odd,12,7,83.929753,tangency
33,23,odd-odd,12,8,86.039723,tangency
33,23,odd-odd,12,9,87.651164,tangency
33,23,odd-odd,12,10,88.818731,tangency
33,23,odd-odd,12,11,89.578720,tangency
33,23,odd-odd,12,12,89.953408,tangency
33,25,odd-odd,13,1,40.749054,pitchfork
33,25,odd-odd,13,2,56.483244,tangency
33,25,odd-odd,13,3,64.605049,tangency
33,25,odd-odd,13,4,70.597713,tangency
33,25,odd-odd,13,5,75.281621,tangency
33,25,odd-odd,13,6,79.026462,tangency
33,25,odd-odd,13,7,82.042226,tangency
33,25,odd-odd,13,8,84.462144,tangency
33,25,odd-odd,13,9,86.375925,tangency
33,25,odd-odd,13,10,87.845757,tangency
33,25,odd-odd,13,11,88.914901,tangency
33,25,odd-odd,13,12,89.612633,tangency
33,25,odd-odd,13,13,89.957138,tangency
33,26,mixed,13,1,48.517645,tangency
33,26,mixed,13,2,58.932893,tangency
33,26,mixed,13,3,66.115755,tangency
33,26,mixed,13,4,71.619310,tangency
33,26,mixed,13,5,75.993866,tangency
33,26,mixed,13,6,79.525290,tangency
33,26,mixed,13,7,82.387034,tangency
33,26,mixed,13,8,84.693333,tangency
33,26,mixed,13,9,86.522929,tangency
33,26,mixed,13,10,87.931259,tangency
33,26,mixed,13,11,88.957299,tangency
33,26,mixed,13,12,89.627616,tangency
33,26,mixed,13,13,89.958787,tangency
33,28,mixed,14,1,43.363026,tangency
33,28,mixed,14,2,54.718391,tangency
33,28,mixed,14,3,62.541810,tangency
33,28,mixed,14,4,68.540084,tangency
33,28,mixed,14,5,73.323282,tangency
33,28,mixed,14,6,77.208594,tangency
33,28,mixed,14,7,80.388420,tangency
33,28,mixed,14,8,82.989668,tangency
33,28,mixed,14,9,85.100313,tangency
33,28,mixed,14,10,86.783074,tangency
33,28,mixed,14,11,88.083143,tangency
33,28,mixed,14,12,89.032814,tangency
33,28,mixed,14,13,89.654346,tangency
33,28,mixed,14,14,89.961733,tangency
33,29,odd-odd,15,1,28.503510,pitchfork
33,29,odd-odd,15,2,47.178924,tangency
33,29,odd-odd,15,3,56.839916,tangency
33,29,odd-odd,15,4,63.957624,tangency
33,29,odd-odd,15,5,69.540643,tangency
33,29,odd-odd,15,6,74.045918,tangency
33,29,odd-odd,15,7,77.732595,tangency
33,29,odd-odd,15,8,80.765097,tangency
33,29,odd-odd,15,9,83.254857,tangency
33,29,odd-odd,15,10,85.280500,tangency
33,29,odd-odd,15,11,86.898772,tangency
33,29,odd-odd,15,12,88.150916,tangency
33,29,odd-odd,15,13,89.066588,tangency
33,29,odd-odd,15,14,89.666319,tangency
33,29,odd-odd,15,15,89.963053,tangency
33,31,odd-odd,16,1,20.049976,pitchfork
33,31,odd-odd,16,2,41.479148,tangency
33,31,odd-odd,16,3,52.301032,tangency
33,31,odd-odd,16,4,60.168125,tangency
33,31,odd-odd,16,5,66.301959,tangency
33,31,odd-odd,16,6,71.244778,tangency
33,31,odd-odd,16,7,75.298379,tangency
33,31,odd-odd,16,8,78.651618,tangency
33,31,odd-odd,16,9,81.431382,tangency
33,31,odd-odd,16,10,83.726905,tangency
33,31,odd-odd,16,11,85.602770,tangency
33,31,odd-odd,16,12,87.106444,tangency
33,31,odd-odd,16,13,88.272888,tangency
33,31,odd-odd,16,14,89.127486,tangency
33,31,odd-odd,16,15,89.687933,tangency
33,31,odd-odd,16,16,89.965438,tangency
33,32,mixed,16,1,29.793149,tangency
33,32,mixed,16,2,44.535846,tangency
33,32,mixed,16,3,54.237579,tangency
33,32,mixed,16,4,61.525750,tangency
33,32,mixed,16,5,67.292694,tangency
33,32,mixed,16,6,71.980084,tangency
33,32,mixed,16,7,75.846261,tangency
33,32,mixed,16,8,79.057560,tangency
33,32,mixed,16,9,81.727801,tangency
33,32,mixed,16,10,83.938050,tangency
33,32,mixed,16,11,85.747517,tangency
33,32,mixed,16,12,87.200013,tangency
33,32,mixed,16,13,88.327973,tangency
33,32,mixed,16,14,89.155035,tangency
33,32,mixed,16,15,89.697721,tangency
33,32,mixed,16,16,89.966518,tangency
34,3,mixed,1,1,88.451299,tangency
34,5,mixed,2,1,86.012291,tangency
34,5,mixed,2,2,89.138253,tangency
34,7,mixed,3,1,83.295662,tangency
34,7,mixed,3,2,87.428064,tangency
34,7,mixed,3,3,89.395217,tangency
34,9,mixed,4,1,80.415361,tangency
34,9,mixed,4,2,85.328511,tangency
34,9,mixed,4,3,88.063938,tangency
34,9,mixed,4,4,89.532871,tangency
34,11,mixed,5,1,77.408373,tangency
34,11,mixed,5,2,82.984346,tangency
34,11,mixed,5,3,86.332911,tangency
34,11,mixed,5,4,88.439834,tangency
34,11,mixed,5,5,89.619122,tangency
34,13,mixed,6,1,74.285501,tangency
34,13,mixed,6,2,80.456542,tangency
34,13,mixed,6,3,84.332819,tangency
34,13,mixed,6,4,86.962249,tangency
34,13,mixed,6,5,88.690882,tangency
34,13,mixed,6,6,89.678353,tangency
34,15,mixed,7,1,71.044589,tangency
34,15,mixed,7,2,77.772159,tangency
34,15,mixed,7,3,82.126225,tangency
34,15,mixed,7,4,85.211659,tangency
34,15,mixed,7,5,87.400080,tangency
34,15,mixed,7,6,88.871247,tangency
34,15,mixed,7,7,89.721581,tangency
34,19,mixed,9,1,64.156909,tangency
34,19,mixed,9,2,71.959566,tangency
34,19,mixed,9,3,77.200713,tangency
34,19,mixed,9,4,81.097056,tangency
34,19,mixed,9,5,84.065964,tangency
34,19,mixed,9,6,86.317767,tangency
34,19,mixed,9,7,87.975176,tangency
34,19,mixed,9,8,89.113973,tangency
34,19,mixed,9,9,89.780501,tangency
34,21,mixed,10,1,60.463154,tangency
34,21,mixed,10,2,68.817485,tangency
34,21,mixed,10,3,74.497155,tangency
34,21,mixed,10,4,78.779028,tangency
34,21,mixed,10,5,82.104315,tangency
34,21,mixed,10,6,84.697833,tangency
34,21,mixed,10,7,86.693106,tangency
34,21,mixed,10,8,88.175259,tangency
34,21,mixed,10,9,89.199718,tangency
34,21,mixed,10,10,89.801488,tangency
34,23,mixed,11,1,56.552923,tangency
34,23,mixed,11,2,65.492818,tangency
34,23,mixed,11,3,71.625678,tangency
34,23,mixed,11,4,76.295741,tangency
34,23,mixed,11,5,79.970911,tangency
34,23,mixed,11,6,82.891637,tangency
34,23,mixed,11,7,85.202404,tangency
34,23,mixed,11,8,86.997071,tangency
34,23,mixed,11,9,88.338820,tangency
34,23,mixed,11,10,89.270234,tangency
34,23,mixed,11,11,89.818807,tangency
34,25,mixed,12,1,52.366684,tangency
34,25,mixed,12,2,61.951760,tangency
34,25,mixed,12,3,68.568497,tangency
34,25,mixed,12,4,73.641337,tangency
34,25,mixed,12,5,77.670099,tangency
34,25,mixed,12,6,80.913359,tangency
34,25,mixed,12,7,83.527682,tangency
34,25,mixed,12,8,85.615931,tangency
34,25,mixed,12,9,87.248678,tangency
34,25,mixed,12,10,88.475136,tangency
34,25,mixed,12,11,89.329268,tangency
34,25,mixed,12,12,89.833342,tangency
34,27,mixed,13,1,47.812493,tangency
34,27,mixed,13,2,58.142556,tangency
34,27,mixed,13,3,65.295859,tangency
34,27,mixed,13,4,70.800425,tangency
34,27,mixed,13,5,75.197251,tangency
34,27,mixed,13,6,78.767519,tangency
34,27,mixed,13,7,81.682157,tangency
34,27,mixed,13,8,84.054124,tangency
34,27,mixed,13,9,85.961729,tangency
34,27,mixed,13,10,87.460622,tangency
34,27,mixed,13,11,88.590557,tangency
34,27,mixed,13,12,89.379425,tangency
34,27,mixed,13,13,89.845716,tangency
34,29,mixed,14,1,42.735918,tangency
34,29,mixed,14,2,53.983674,tangency
34,29,mixed,14,3,61.760912,tangency
34,29,mixed,14,4,67.746083,tangency
34,29,mixed,14,5,72.538603,tangency
34,29,mixed,14,6,76.450203,tangency
34,29,mixed,14,7,79.670210,tangency
34,29,mixed,14,8,82.323804,tangency
34,29,mixed,14,9,84.498101,tangency
34,29,mixed,14,10,86.255589,tangency
34,29,mixed,14,11,87.641741,tangency
34,29,mixed,14,12,88.689587,tangency
34,29,mixed,14,13,89.422575,tangency
34,29,mixed,14,14,89.856378,tangency
34,31,mixed,15,1,36.838581,tangency
34,31,mixed,15,2,49.337041,tangency
34,31,mixed,15,3,57.888834,tangency
34,31,mixed,15,4,64.435085,tangency
34,31,mixed,15,5,69.669346,tangency
34,31,mixed,15,6,73.948800,tangency
34,31,mixed,15,7,77.488323,tangency
34,31,mixed,15,8,80.429042,tangency
34,31,mixed,15,9,82.868880,tangency
34,31,mixed,15,10,84.878206,tangency
34,31,mixed,15,11,86.508649,tangency
34,31,mixed,15,12,87.798394,tangency
34,31,mixed,15,13,88.775511,tangency
34,31,mixed,15,14,89.460095,tangency
34,31,mixed,15,15,89.865661,tangency
34,33,mixed,16,1,29.365261,tangency
34,33,mixed,16,2,43.935721,tangency
34,33,mixed,16,3,53.552148,tangency
34,33,mixed,16,4,60.797728,tangency
34,33,mixed,16,5,66.549104,tangency
34,33,mixed,16,6,71.240137,tangency
34,33,mixed,16,7,75.124724,tangency
34,33,mixed,16,8,78.366523,tangency
34,33,mixed,16,9,81.077741,tangency
34,33,mixed,16,10,83.338528,tangency
34,33,mixed,16,11,85.207684,tangency
34,33,mixed,16,12,86.729014,tangency
34,33,mixed,16,13,87.935284,tangency
34,33,mixed,16,14,88.850786,tangency
34,33,mixed,16,15,89.493023,tangency
34,33,mixed,16,16,89.873815,tangency
35,1,odd-odd,1,1,88.362755,pitchfork
35,2,mixed,1,1,89.465608,tangency
35,3,odd-odd,2,1,85.082900,pitchfork
35,3,odd-odd,2,2,89.655240,tangency
35,4,mixed,2,1,87.358396,tangency
35,4,mixed,2,2,89.744168,tangency
35,6,mixed,3,1,84.831805,tangency
35,6,mixed,3,2,88.394726,tangency
35,6,mixed,3,3,89.830699,tangency
35,8,mixed,4,1,82.108524,tangency
35,8,mixed,4,2,86.518169,tangency
35,8,mixed,4,3,88.827102,tangency
35,8,mixed,4,4,89.873346,tangency
35,9,odd-odd,5,1,75.099403,pitchfork
35,9,odd-odd,5,2,83.466263,tangency
35,9,odd-odd,5,3,86.974156,tangency
35,9,odd-odd,5,4,88.964342,tangency
35,9,odd-odd,5,5,89.887495,tangency
35,11,odd-odd,6,1,71.682302,pitchfork
35,11,odd-odd,6,2,80.885498,tangency
35,11,odd-odd,6,3,84.996598,tangency
35,11,odd-odd,6,4,87.587171,tangency
35,11,odd-odd,6,5,89.159459,tangency
35,11,odd-odd,6,6,89.908028,tangency
35,12,mixed,6,1,76.280893,tangency
35,12,mixed,6,2,81.983483,tangency
35,12,mixed,6,3,85.496312,tangency
35,12,mixed,6,4,87.805500,tangency
35,12,mixed,6,5,89.231478,tangency
35,12,mixed,6,6,89.915716,tangency
35,13,odd-odd,7,1,68.196252,pitchfork
35,13,odd-odd,7,2,78.163393,tangency
35,13,odd-odd,7,3,82.803733,tangency
35,13,odd-odd,7,4,85.897930,tangency
35,13,odd-odd,7,5,87.986325,tangency
35,13,odd-odd,7,6,89.291998,tangency
35,13,odd-odd,7,7,89.922215,tangency
35,16,mixed,8,1,70.010889,tangency
35,16,mixed,8,2,76.786637,tangency
35,16,mixed,8,3,81.225216,tangency
35,16,mixed,8,4,84.422166,tangency
35,16,mixed,8,5,86.747438,tangency
35,16,mixed,8,6,88.382272,tangency
35,16,mixed,8,7,89.426952,tangency
35,16,mixed,8,8,89.936826,tangency
35,17,odd-odd,9,1,60.940719,pitchfork
35,17,odd-odd,9,2,72.334597,tangency
35,17,odd-odd,9,3,77.921866,tangency
35,17,odd-odd,9,4,81.875613,tangency
35,17,odd-odd,9,5,84.799438,tangency
35,17,odd-odd,9,6,86.954448,tangency
35,17,odd-odd,9,7,88.481153,tangency
35,17,odd-odd,9,8,89.461116,tangency
35,17,odd-odd,9,9,89.940548,tangency
35,18,mixed,9,1,66.693601,tangency
35,18,mixed,9,2,73.979359,tangency
35,18,mixed,9,3,78.840823,tangency
35,18,mixed,9,4,82.425891,tangency
35,18,mixed,9,5,85.125752,tangency
35,18,mixed,9,6,87.135796,tangency
35,18,mixed,9,7,88.568450,tangency
35,18,mixed,9,8,89.491413,tangency
35,18,mixed,9,9,89.943855,tangency
35,19,odd-odd,10,1,57.121650,pitchfork
35,19,odd-odd,10,2,69.220796,tangency
35,19,odd-odd,10,3,75.259969,tangency
35,19,odd-odd,10,4,79.608185,tangency
35,19,odd-odd,10,5,82.899500,tangency
35,19,odd-odd,10,6,85.411318,tangency
35,19,odd-odd,10,7,87.296115,tangency
35,19,odd-odd,10,8,88.646113,tangency
35,19,odd-odd,10,9,89.518468,tangency
35,19,odd-odd,10,10,89.946814,tangency
35,22,mixed,11,1,59.595150,tangency
35,22,mixed,11,2,67.923542,tangency
35,22,mixed,11,3,73.619704,tangency
35,22,mixed,11,4,77.943351,tangency
35,22,mixed,11,5,81.329739,tangency
35,22,mixed,11,6,84.001162,tangency
35,22,mixed,11,7,86.090344,tangency
35,22,mixed,11,8,87.682762,tangency
35,22,mixed,11,9,88.835135,tangency
35,22,mixed,11,10,89.584681,tangency
35,22,mixed,11,11,89.954073,tangency
35,23,odd-odd,12,1,48.917667,pitchfork
35,23,odd-odd,12,2,62.514197,tangency
35,23,odd-odd,12,3,69.481226,tangency
35,23,odd-odd,12,4,74.610677,tangency
35,23,odd-odd,12,5,78.603803,tangency
35,23,odd-odd,12,6,81.772386,tangency
35,23,odd-odd,12,7,84.291886,tangency
35,23,odd-odd,12,8,86.272578,tangency
35,23,odd-odd,12,9,87.787704,tangency
35,23,odd-odd,12,10,88.886822,tangency
35,23,odd-odd,12,11,89.602869,tangency
35,23,odd-odd,12,12,89.956071,tangency
35,24,mixed,12,1,55.745447,tangency
35,24,mixed,12,2,64.639445,tangency
35,24,mixed,12,3,70.771779,tangency
35,24,mixed,12,4,75.467389,tangency
35,24,mixed,12,5,79.187244,tangency
35,24,mixed,12,6,82.168547,tangency
35,24,mixed,12,7,84.554316,tangency
35,24,mixed,12,8,86.438048,tangency
35,24,mixed,12,9,87.883380,tangency
35,24,mixed,12,10,88.934076,tangency
35,24,mixed,12,11,89.619526,tangency
35,24,mixed,12,12,89.957903,tangency
35,26,mixed,13,1,51.623047,tangency
35,26,mixed,13,2,61.143006,tangency
35,26,mixed,13,3,67.743441,tangency
35,26,mixed,13,4,72.827301,tangency
35,26,mixed,13,5,76.886513,tangency
35,26,mixed,13,6,80.175761,tangency
35,26,mixed,13,7,82.849598,tangency
35,26,mixed,13,8,85.009993,tangency
35,26,mixed,13,9,86.727395,tangency
35,26,mixed,13,10,88.051521,tangency
35,26,mixed,13,11,89.017403,tangency
35,26,mixed,13,12,89.648961,tangency
35,26,mixed,13,13,89.961143,tangency
35,27,odd-odd,14,1,39.517653,pitchfork
35,27,odd-odd,14,2,54.937904,tangency
35,27,odd-odd,14,3,62.972458,tangency
35,27,odd-odd,14,4,68.951754,tangency
35,27,odd-odd,14,5,73.669842,tangency
35,27,odd-odd,14,6,77.484521,tangency
35,27,odd-odd,14,7,80.599570,tangency
35,27,odd-odd,14,8,83.145018,tangency
35,27,odd-odd,14,9,85.209292,tangency
35,27,odd-odd,14,10,86.854701,tangency
35,27,odd-odd,14,11,88.125815,tangency
35,27,odd-odd,14,12,89.054331,tangency
35,27,odd-odd,14,13,89.662031,tangency
35,27,odd-odd,14,14,89.962583,tangency
35,29,odd-odd,15,1,34.047732,pitchfork
35,29,odd-odd,15,2,50.663174,tangency
35,29,odd-odd,15,3,59.351552,tangency
35,29,odd-odd,15,4,65.822298,tangency
35,29,odd-odd,15,5,70.940139,tangency
35,29,odd-odd,15,6,75.096707,tangency
35,29,odd-odd,15,7,78.515399,tangency
35,29,odd-odd,15,8,81.338970,tangency
35,29,odd-odd,15,9,83.664840,tangency
35,29,odd-odd,15,10,85.562172,tangency
35,29,odd-odd,15,11,87.081151,tangency
35,29,odd-odd,15,12,88.258412,tangency
35,29,odd-odd,15,13,89.120393,tangency
35,29,odd-odd,15,14,89.685446,tangency
35,29,odd-odd,15,15,89.965165,tangency
35,31,odd-odd,16,1,27.660450,pitchfork
35,31,odd-odd,16,2,45.892371,tangency
35,31,odd-odd,16,3,55.392558,tangency
35,31,odd-odd,16,4,62.438142,tangency
35,31,odd-odd,16,5,68.003533,tangency
35,31,odd-odd,16,6,72.529890,tangency
35,31,odd-odd,16,7,76.267667,tangency
35,31,odd-odd,16,8,79.376212,tangency
35,31,odd-odd,16,9,81.964031,tangency
35,31,odd-odd,16,10,84.108264,tangency
35,31,odd-odd,16,11,85.865231,tangency
35,31,odd-odd,16,12,87.276616,tangency
35,31,odd-odd,16,13,88.373294,tangency
35,31,odd-odd,16,14,89.177781,tangency
35,31,odd-odd,16,15,89.705821,tangency
35,31,odd-odd,16,16,89.967413,tangency
35,32,mixed,16,1,36.322903,tangency
35,32,mixed,16,2,48.690839,tangency
35,32,mixed,16,3,57.178886,tangency
35,32,mixed,16,4,63.696387,tangency
35,32,mixed,16,5,68.924970,tangency
35,32,mixed,16,6,73.215675,tangency
35,32,mixed,16,7,76.779824,tangency
35,32,mixed,16,8,79.756410,tangency
35,32,mixed,16,9,82.242097,tangency
35,32,mixed,16,10,84.306601,tangency
35,32,mixed,16,11,86.001347,tangency
35,32,mixed,16,12,87.364684,tangency
35,32,mixed,16,13,88.425177,tangency
35,32,mixed,16,14,89.203741,tangency
35,32,mixed,16,15,89.715048,tangency
35,32,mixed,16,16,89.968432,tangency
35,33,odd-odd,17,1,19.462951,pitchfork
35,33,odd-odd,17,2,40.348816,tangency
35,33,odd-odd,17,3,50.964411,tangency
35,33,odd-odd,17,4,58.727496,tangency
35,33,odd-odd,17,5,64.818025,tangency
35,33,odd-odd,17,6,69.759377,tangency
35,33,odd-odd,17,7,73.843011,tangency
35,33,odd-odd,17,8,77.251655,tangency
35,33,odd-odd,17,9,80.108492,tangency
35,33,odd-odd,17,10,82.500610,tangency
35,33,odd-odd,17,11,84.491548,tangency
35,33,odd-odd,17,12,86.128569,tangency
35,33,odd-odd,17,13,87.447146,tangency
35,33,odd-odd,17,14,88.473822,tangency
35,33,odd-odd,17,15,89.228105,tangency
35,33,odd-odd,17,16,89.723713,tangency
35,33,odd-odd,17,17,89.969389,tangency
35,34,mixed,17,1,28.955283,tangency
35,34,mixed,17,2,43.359116,tangency
35,34,mixed,17,3,52.891728,tangency
35,34,mixed,17,4,60.094206,tangency
35,34,mixed,17,5,65.828252,tangency
35,34,mixed,17,6,70.520264,tangency
35,34,mixed,17,7,74.419869,tangency
35,34,mixed,17,8,77.688130,tangency
35,34,mixed,17,9,80.435656,tangency
35,34,mixed,17,10,82.741656,tangency
35,34,mixed,17,11,84.664459,tangency
35,34,mixed,17,12,86.247761,tangency
35,34,mixed,17,13,87.524526,tangency
35,34,mixed,17,14,88.519525,tangency
35,34,mixed,17,15,89.251015,tangency
35,34,mixed,17,16,89.731866,tangency
35,34,mixed,17,17,89.970290,tangency
36,5,mixed,2,1,86.234897,tangency
36,5,mixed,2,2,89.186189,tangency
36,7,mixed,3,1,83.672126,tangency
36,7,mixed,3,2,87.571675,tangency
36,7,mixed,3,3,89.428860,tangency
36,11,mixed,5,1,78.129077,tangency
36,11,mixed,5,2,83.381991,tangency
36,11,mixed,5,3,86.539001,tangency
36,11,mixed,5,4,88.526961,tangency
36,11,mixed,5,5,89.640310,tangency
36,13,mixed,6,1,75.197340,tangency
36,13,mixed,6,2,81.003674,tangency
36,13,mixed,6,3,84.654186,tangency
36,13,mixed,6,4,87.132991,tangency
36,13,mixed,6,5,88.763991,tangency
36,13,mixed,6,6,89.696245,tangency
36,17,mixed,8,1,69.019561,tangency
36,17,mixed,8,2,75.831945,tangency
36,17,mixed,8,3,80.341468,tangency
36,17,mixed,8,4,83.633915,tangency
36,17,mixed,8,5,86.076942,tangency
36,17,mixed,8,6,87.852329,tangency
36,17,mixed,8,7,89.062839,tangency
36,17,mixed,8,8,89.768192,tangency
36,19,mixed,9,1,65.753042,tangency
36,19,mixed,9,2,73.050462,tangency
36,19,mixed,9,3,77.959538,tangency
36,19,mixed,9,4,81.615808,tangency
36,19,mixed,9,5,84.406691,tangency
36,19,mixed,9,6,86.526687,tangency
36,19,mixed,9,7,88.089002,tangency
36,19,mixed,9,8,89.163456,tangency
36,19,mixed,9,9,89.792712,tangency
36,23,mixed,11,1,58.763102,tangency
36,23,mixed,11,2,67.061871,tangency
36,23,mixed,11,3,72.768921,tangency
36,23,mixed,11,4,77.127338,tangency
36,23,mixed,11,5,80.566523,tangency
36,23,mixed,11,6,83.306161,tangency
36,23,mixed,11,7,85.477976,tangency
36,23,mixed,11,8,87.167472,tangency
36,23,mixed,11,9,88.432207,tangency
36,23,mixed,11,10,89.310990,tangency
36,23,mixed,11,11,89.828886,tangency
36,25,mixed,12,1,54.971354,tangency
36,25,mixed,12,2,63.817454,tangency
36,25,mixed,12,3,69.945218,tangency
36,25,mixed,12,4,74.660995,tangency
36,25,mixed,12,5,78.419022,tangency
36,25,mixed,12,6,81.453273,tangency
36,25,mixed,12,7,83.905209,tangency
36,25,mixed,12,8,85.867779,tangency
36,25,mixed,12,9,87.404808,tangency
36,25,mixed,12,10,88.560861,tangency
36,25,mixed,12,11,89.366727,tangency
36,25,mixed,12,12,89.842613,tangency
36,29,mixed,14,1,46.489462,tangency
36,29,mixed,14,2,56.651231,tangency
36,29,mixed,14,3,63.739849,tangency
36,29,mixed,14,4,69.236493,tangency
36,29,mixed,14,5,73.664679,tangency
36,29,mixed,14,6,77.296672,tangency
36,29,mixed,14,7,80.298433,tangency
36,29,mixed,14,8,82.780220,tangency
36,29,mixed,14,9,84.819133,tangency
36,29,mixed,14,10,86.470724,tangency
36,29,mixed,14,11,87.775574,tangency
36,29,mixed,14,12,88.763258,tangency
36,29,mixed,14,13,89.454823,tangency
36,29,mixed,14,14,89.864368,tangency
36,31,mixed,15,1,41.559047,tangency
36,31,mixed,15,2,52.597882,tangency
36,31,mixed,15,3,60.280556,tangency
36,31,mixed,15,4,66.232670,tangency
36,31,mixed,15,5,71.033744,tangency
36,31,mixed,15,6,74.985220,tangency
36,31,mixed,15,7,78.270517,tangency
36,31,mixed,15,8,81.011364,tangency
36,31,mixed,15,9,83.292985,tangency
36,31,mixed,15,10,85.177095,tangency
36,31,mixed,15,11,86.709255,tangency
36,31,mixed,15,12,87.923340,tangency
36,31,mixed,15,13,88.844351,tangency
36,31,mixed,15,14,89.490248,tangency
36,31,mixed,15,15,89.873134,tangency
36,35,mixed,17,1,28.562000,tangency
36,35,mixed,17,2,42.804539,tangency
36,35,mixed,17,3,52.254859,tangency
36,35,mixed,17,4,59.413902,tangency
36,35,mixed,17,5,65.129122,tangency
36,35,mixed,17,6,69.819785,tangency
