k,m,case,n_criticals,crit_index,i_crit_deg,kind
39,29,odd-odd,15,6,76.809155,tangency
39,29,odd-odd,15,7,79.802979,tangency
39,29,odd-odd,15,8,82.289857,tangency
39,29,odd-odd,15,9,84.348165,tangency
39,29,odd-odd,15,10,86.033838,tangency
39,29,odd-odd,15,11,87.387671,tangency
39,29,odd-odd,15,12,88.439585,tangency
39,29,odd-odd,15,13,89.211260,tangency
39,29,odd-odd,15,14,89.717791,tangency
39,29,odd-odd,15,15,89.968739,tangency
39,31,odd-odd,16,1,37.356852,pitchfork
39,31,odd-odd,16,2,52.189881,tangency
39,31,odd-odd,16,3,60.037455,tangency
39,31,odd-odd,16,4,65.958247,tangency
39,31,odd-odd,16,5,70.699838,tangency
39,31,odd-odd,16,6,74.598677,tangency
39,31,odd-odd,16,7,77.846881,tangency
39,31,odd-odd,16,8,80.567865,tangency
39,31,odd-odd,16,9,82.846536,tangency
39,31,odd-odd,16,10,84.743854,tangency
39,31,odd-odd,16,11,86.304718,tangency
39,31,odd-odd,16,12,87.562618,tangency
39,31,odd-odd,16,13,88.542519,tangency
39,31,odd-odd,16,14,89.262719,tangency
39,31,odd-odd,16,15,89.736071,tangency
39,31,odd-odd,16,16,89.970757,tangency
39,32,mixed,16,1,44.695366,tangency
39,32,mixed,16,2,54.612007,tangency
39,32,mixed,16,3,61.594432,tangency
39,32,mixed,16,4,67.060699,tangency
39,32,mixed,16,5,71.510683,tangency
39,32,mixed,16,6,75.204378,tangency
39,32,mixed,16,7,78.300666,tangency
39,32,mixed,16,8,80.905653,tangency
39,32,mixed,16,9,83.094165,tangency
39,32,mixed,16,10,84.920833,tangency
39,32,mixed,16,11,86.426380,tangency
39,32,mixed,16,12,87.641442,tangency
39,32,mixed,16,13,88.589005,tangency
39,32,mixed,16,14,89.285998,tangency
39,32,mixed,16,15,89.744350,tangency
39,32,mixed,16,16,89.971671,tangency
39,34,mixed,17,1,39.962567,tangency
39,34,mixed,17,2,50.703958,tangency
39,34,mixed,17,3,58.242394,tangency
39,34,mixed,17,4,64.132559,tangency
39,34,mixed,17,5,68.927228,tangency
39,34,mixed,17,6,72.913856,tangency
39,34,mixed,17,7,76.267646,tangency
39,34,mixed,17,8,79.105311,tangency
39,34,mixed,17,9,81.509069,tangency
39,34,mixed,17,10,83.539015,tangency
39,34,mixed,17,11,85.240145,tangency
39,34,mixed,17,12,86.646622,tangency
39,34,mixed,17,13,87.784503,tangency
39,34,mixed,17,14,88.673539,tangency
39,34,mixed,17,15,89.328389,tangency
39,34,mixed,17,16,89.759438,tangency
39,34,mixed,17,17,89.973338,tangency
39,35,odd-odd,18,1,26.176952,pitchfork
39,35,odd-odd,18,2,43.605244,tangency
39,35,odd-odd,18,3,52.797234,tangency
39,35,odd-odd,18,4,59.689009,tangency
39,35,odd-odd,18,5,65.195424,tangency
39,35,odd-odd,18,6,69.729941,tangency
39,35,odd-odd,18,7,73.527483,tangency
39,35,odd-odd,18,8,76.738010,tangency
39,35,odd-odd,18,9,79.464258,tangency
39,35,odd-odd,18,10,81.779954,tangency
39,35,odd-odd,18,11,83.739691,tangency
39,35,odd-odd,18,12,85.384737,tangency
39,35,odd-odd,18,13,86.746650,tangency
39,35,odd-odd,18,14,87.849627,tangency
39,35,odd-odd,18,15,88.712087,tangency
39,35,odd-odd,18,16,89.347743,tangency
39,35,odd-odd,18,17,89.766332,tangency
39,35,odd-odd,18,18,89.974100,tangency
39,37,odd-odd,19,1,18.428670,pitchfork
39,37,odd-odd,19,2,38.339691,tangency
39,37,odd-odd,19,3,48.569938,tangency
39,37,odd-odd,19,4,56.125828,tangency
39,37,odd-odd,19,5,62.115052,tangency
39,37,odd-odd,19,6,67.028054,tangency
39,37,odd-odd,19,7,71.138016,tangency
39,37,odd-odd,19,8,74.616587,tangency
39,37,odd-odd,19,9,77.579984,tangency
39,37,odd-odd,19,10,80.110933,tangency
39,37,odd-odd,19,11,82.270411,tangency
39,37,odd-odd,19,12,84.104455,tangency
39,37,odd-odd,19,13,85.648375,tangency
39,37,odd-odd,19,14,86.929479,tangency
39,37,odd-odd,19,15,87.968887,tangency
39,37,odd-odd,19,16,88.782783,tangency
39,37,odd-odd,19,17,89.383276,tangency
39,37,odd-odd,19,18,89.778998,tangency
39,37,odd-odd,19,19,89.975500,tangency
39,38,mixed,19,1,27.471786,tangency
39,38,mixed,19,2,41.259930,tangency
39,38,mixed,19,3,50.472613,tangency
39,38,mixed,19,4,57.500705,tangency
39,38,mixed,19,5,63.152620,tangency
39,38,mixed,19,6,67.828004,tangency
39,38,mixed,19,7,71.761010,tangency
39,38,mixed,19,8,75.103113,tangency
39,38,mixed,19,9,77.958821,tangency
39,38,mixed,19,10,80.403511,tangency
39,38,mixed,19,11,82.493277,tangency
39,38,mixed,19,12,84.270779,tangency
39,38,mixed,19,13,85.768921,tangency
39,38,mixed,19,14,87.013260,tangency
39,38,mixed,19,15,88.023632,tangency
39,38,mixed,19,16,88.815278,tangency
39,38,mixed,19,17,89.399624,tangency
39,38,mixed,19,18,89.784829,tangency
39,38,mixed,19,19,89.976145,tangency
40,3,mixed,1,1,88.683851,tangency
40,7,mixed,3,1,84.310540,tangency
40,7,mixed,3,2,87.815529,tangency
40,7,mixed,3,3,89.486036,tangency
40,9,mixed,4,1,81.876520,tangency
40,9,mixed,4,2,86.036030,tangency
40,9,mixed,4,3,88.355628,tangency
40,9,mixed,4,4,89.603019,tangency
40,11,mixed,5,1,79.345721,tangency
40,11,mixed,5,2,84.054849,tangency
40,11,mixed,5,3,86.888423,tangency
40,11,mixed,5,4,88.674900,tangency
40,11,mixed,5,5,89.676318,tangency
40,13,mixed,6,1,76.731486,tangency
40,13,mixed,6,2,81.926951,tangency
40,13,mixed,6,3,85.197912,tangency
40,13,mixed,6,4,87.422473,tangency
40,13,mixed,6,5,88.888127,tangency
40,13,mixed,6,6,89.726654,tangency
40,17,mixed,8,1,71.260483,tangency
40,17,mixed,8,2,77.324214,tangency
40,17,mixed,8,3,81.345336,tangency
40,17,mixed,8,4,84.287929,tangency
40,17,mixed,8,5,86.476101,tangency
40,17,mixed,8,6,88.069201,tangency
40,17,mixed,8,7,89.156963,tangency
40,17,mixed,8,8,89.791398,tangency
40,19,mixed,9,1,68.394471,tangency
40,19,mixed,9,2,74.866533,tangency
40,19,mixed,9,3,79.229403,tangency
40,19,mixed,9,4,82.487739,tangency
40,19,mixed,9,5,84.981457,tangency
40,19,mixed,9,6,86.880118,tangency
40,19,mixed,9,7,88.281980,tangency
40,19,mixed,9,8,89.247474,tangency
40,19,mixed,9,9,89.813463,tangency
40,21,mixed,10,1,65.428418,tangency
40,21,mixed,10,2,72.304640,tangency
40,21,mixed,10,3,76.999734,tangency
40,21,mixed,10,4,80.559097,tangency
40,21,mixed,10,5,83.338161,tangency
40,21,mixed,10,6,85.515987,tangency
40,21,mixed,10,7,87.198169,tangency
40,21,mixed,10,8,88.451752,tangency
40,21,mixed,10,9,89.320300,tangency
40,21,mixed,10,10,89.831299,tangency
40,23,mixed,11,1,62.347215,tangency
40,23,mixed,11,2,69.632164,tangency
40,23,mixed,11,3,74.657458,tangency
40,23,mixed,11,4,78.510571,tangency
40,23,mixed,11,5,81.562849,tangency
40,23,mixed,11,6,84.002770,tangency
40,23,mixed,11,7,85.942795,tangency
40,23,mixed,11,8,87.455732,tangency
40,23,mixed,11,9,88.590533,tangency
40,23,mixed,11,10,89.380191,tangency
40,23,mixed,11,11,89.846016,tangency
40,27,mixed,13,1,55.749974,tangency
40,27,mixed,13,2,63.905084,tangency
40,27,mixed,13,3,69.614099,tangency
40,27,mixed,13,4,74.058674,tangency
40,27,mixed,13,5,77.646085,tangency
40,27,mixed,13,6,80.585459,tangency
40,27,mixed,13,7,83.003462,tangency
40,27,mixed,13,8,84.983893,tangency
40,27,mixed,13,9,86.585042,tangency
40,27,mixed,13,10,87.848507,tangency
40,27,mixed,13,11,88.804130,tangency
40,27,mixed,13,12,89.472931,tangency
40,27,mixed,13,13,89.868885,tangency
40,29,mixed,14,1,52.167344,tangency
40,29,mixed,14,2,60.809778,tangency
40,29,mixed,14,3,66.889560,tangency
40,29,mixed,14,4,71.645171,tangency
40,29,mixed,14,5,75.505985,tangency
40,29,mixed,14,6,78.693578,tangency
40,29,mixed,14,7,81.342823,tangency
40,29,mixed,14,8,83.543488,tangency
40,29,mixed,14,9,85.358554,tangency
40,29,mixed,14,10,86.833579,tangency
40,29,mixed,14,11,88.001969,tangency
40,29,mixed,14,12,88.888155,tangency
40,29,mixed,14,13,89.509579,tangency
40,29,mixed,14,14,89.877946,tangency
40,31,mixed,15,1,48.326532,tangency
40,31,mixed,15,2,57.517807,tangency
40,31,mixed,15,3,64.003479,tangency
40,31,mixed,15,4,69.091207,tangency
40,31,mixed,15,5,73.237613,tangency
40,31,mixed,15,6,76.679396,tangency
40,31,mixed,15,7,79.561118,tangency
40,31,mixed,15,8,81.979344,tangency
40,31,mixed,15,9,84.002180,tangency
40,31,mixed,15,10,85.679295,tangency
40,31,mixed,15,11,87.047601,tangency
40,31,mixed,15,12,88.134699,tangency
40,31,mixed,15,13,88.961060,tangency
40,31,mixed,15,14,89.541446,tangency
40,31,mixed,15,15,89.885834,tangency
40,33,mixed,16,1,44.141840,tangency
40,33,mixed,16,2,53.979078,tangency
40,33,mixed,16,3,60.924604,tangency
40,33,mixed,16,4,66.377108,tangency
40,33,mixed,16,5,70.829200,tangency
40,33,mixed,16,6,74.537067,tangency
40,33,mixed,16,7,77.657349,tangency
40,33,mixed,16,8,80.294783,tangency
40,33,mixed,16,9,82.523384,tangency
40,33,mixed,16,10,84.397359,tangency
40,33,mixed,16,11,85.957302,tangency
40,33,mixed,16,12,87.233969,tangency
40,33,mixed,16,13,88.250683,tangency
40,33,mixed,16,14,89.024930,tangency
40,33,mixed,16,15,89.569412,tangency
40,33,mixed,16,16,89.892764,tangency
40,37,mixed,18,1,34.034075,tangency
40,37,mixed,18,2,45.799991,tangency
40,37,mixed,18,3,53.977787,tangency
40,37,mixed,18,4,60.337984,tangency
40,37,mixed,18,5,65.510106,tangency
40,37,mixed,18,6,69.818092,tangency
40,37,mixed,18,7,73.457309,tangency
40,37,mixed,18,8,76.556838,tangency
40,37,mixed,18,9,79.207137,tangency
40,37,mixed,18,10,81.474204,tangency
40,37,mixed,18,11,83.407555,tangency
40,37,mixed,18,12,85.045052,tangency
40,37,mixed,18,13,86.415969,tangency
40,37,mixed,18,14,87.543027,tangency
40,37,mixed,18,15,88.443782,tangency
40,37,mixed,18,16,89.131574,tangency
40,37,mixed,18,17,89.616201,tangency
40,37,mixed,18,18,89.904372,tangency
40,39,mixed,19,1,27.135199,tangency
40,39,mixed,19,2,40.780942,tangency
40,39,mixed,19,3,49.917479,tangency
40,39,mixed,19,4,56.902055,tangency
40,39,mixed,19,5,62.531165,tangency
40,39,mixed,19,6,67.198450,tangency
40,39,mixed,19,7,71.134560,tangency
40,39,mixed,19,8,74.488763,tangency
40,39,mixed,19,9,77.364129,tangency
40,39,mixed,19,10,79.835095,tangency
40,39,mixed,19,11,81.957151,tangency
40,39,mixed,19,12,83.772613,tangency
40,39,mixed,19,13,85.314234,tangency
40,39,mixed,19,14,86.607588,tangency
40,39,mixed,19,15,87.672678,tangency
40,39,mixed,19,16,88.525045,tangency
40,39,mixed,19,17,89.176560,tangency
40,39,mixed,19,18,89.635971,tangency
40,39,mixed,19,19,89.909281,tangency
